0,300,0,300,1
-208,-1423,-347,205,0
1695,-1888,1820,296,0
629,191,-1078,118,0
-1303,-1058,1339,90,0
341,-472,-457,264,0
-854,1371,864,297,0
1869,-232,141,55,0
-9,236,652,147,0
-1507,-883,143,249,0
1793,1564,1450,362,1
660,-1514,599,237,0
1188,-1850,-265,256,0
-114,578,658,290,0
-17,-1210,-524,253,0
-191,-106,-399,119,0
1234,1614,-706,113,0
-621,1323,-1035,271,0
613,-291,143,89,0
-798,228,375,331,0
1944,1844,-699,305,0
1519,1485,595,175,0
-1465,1378,-579,350,0
1452,-37,1601,182,0
195,396,1276,156,1
244,-1752,-576,104,0
-1017,-237,321,364,0
-1901,-1604,-1769,268,0
602,1188,1294,189,0
1932,-1840,-1755,315,0
1488,-351,-1279,323,0
1914,299,-514,132,0
-647,762,-1256,334,0
-647,-301,-1991,263,0
-763,1591,631,345,0
-534,1125,772,275,0
-1716,244,239,252,0
-1134,619,-1838,300,0
220,671,1470,171,0
397,1298,499,106,1
1497,-1406,598,100,0
-1986,570,1635,164,0
-1058,-1820,481,80,0
79,-1960,-1168,144,0
-893,-594,-1424,84,0
1398,13,1431,302,0
-1125,-590,-1462,383,0
-1168,-685,-404,70,1
-36,-479,-954,342,0
574,811,-438,51,1
-229,-996,1459,380,0
571,-1845,-1850,66,0
-546,1844,-1039,381,0
1738,-1293,1948,356,0
-238,1068,-1989,148,0
1366,1071,1219,70,0
-1737,-362,-793,318,0
1461,1330,922,60,0
-1848,-1834,-827,53,0
1338,-1686,-1301,228,0
-333,525,-1477,385,0
-863,1275,-654,162,0
1780,-1834,1094,171,0
-1241,371,-753,313,0
-30,-744,-1159,394,1
762,1482,-350,53,0
1579,-218,556,203,0
-1412,1111,1447,381,0
234,1591,-985,129,0
363,-1214,879,205,0
530,1840,84,263,0
-1419,678,565,266,0
1759,883,-585,65,0
1123,-1537,1926,346,1
1030,926,229,350,0
1931,-481,866,123,0
1225,338,1756,279,0
-1585,829,1838,214,0
-695,994,-108,362,0
-1344,-1122,-1695,335,0
-631,727,-1001,59,0
-922,-770,-1235,132,0
-1223,-581,-1338,145,0
-1104,-842,828,296,0
1876,-22,-676,369,0
980,-224,-1678,86,0
