0,300,0,300,1
574,695,945,287,0
-1396,-1499,-1402,135,0
1745,812,-672,234,0
1702,1908,153,327,0
-1027,9,454,114,0
-1682,674,-499,111,0
-432,1786,1818,255,0
-1572,632,1997,237,1
503,-1011,-1229,68,0
-299,-1411,-1556,342,0
-7,359,1600,348,0
-640,-1716,-1214,74,0
167,-1731,-1860,181,0
1183,-176,1050,55,0
-1102,1947,1968,120,0
-1061,1685,-143,267,0
-1819,-1113,-253,232,0
-980,1755,749,185,0
-497,-908,-1372,137,0
-1538,-335,-1362,163,0
1733,967,1726,373,0
1519,-232,-594,103,0
-1054,-1285,-1838,361,0
1387,1457,822,393,0
190,-1187,134,299,0
403,-296,-1721,141,0
-333,-1929,-1956,70,0
-597,36,631,195,0
-738,-437,-1546,323,0
-202,756,826,266,0
-1259,1963,1156,122,0
-210,598,1254,177,0
1958,1238,-1949,302,0
-681,-893,1712,388,0
167,-1770,1374,362,1
995,-1927,-383,232,0
1796,57,792,394,1
1698,1033,1830,186,1
-756,670,1024,195,0
-769,-959,353,242,0
1199,284,1912,299,0
-181,1238,829,205,0
-1614,1812,-1124,382,0
1564,683,-546,81,1
-960,206,-1593,62,0
-1193,-469,1349,208,0
863,712,-1148,76,1
393,994,89,373,0
870,746,-428,302,0
-1462,-151,655,276,0
293,1039,1874,88,0
1292,-464,-1722,367,0
-1282,1886,832,291,0
-877,-852,550,397,0
-1640,590,1865,77,0
-63,849,276,217,0
119,-20,255,166,0
-65,1495,-401,287,0
217,246,305,199,0
1707,1088,1567,94,0
-748,113,1899,54,0
1520,1263,1100,80,0
-283,-822,-1250,172,0
1580,1277,-374,167,0
-1133,145,883,316,0
504,657,1957,106,0
981,656,-1519,251,0
-1936,537,1698,212,0
-525,-1766,-827,64,0
-1663,-1384,-175,169,0
-1862,212,1961,312,0
135,54,-839,74,0
-681,1526,1036,68,0
-740,382,-585,189,0
-1726,-1947,1264,57,0
-732,-1236,1656,83,0
1281,1004,-656,65,0
1575,-1826,-1851,160,0
-1389,1635,275,316,0
-981,-1982,-399,285,0
701,7,371,368,0
-400,1779,-505,159,0
1531,-989,-1217,321,0
94,746,1601,379,1
321,-1578,-963,109,0
173,1657,-1898,274,0
-1727,1965,365,119,0
-735,1150,-1878,305,0
994,-1354,769,344,1
-1302,1508,1030,331,0
-59,-1706,-1880,292,0
41,1930,-85,139,0
-1046,869,-1737,120,0
-1422,1931,-455,386,0
-1106,-845,1334,141,0
1670,881,-750,304,0
8,-1337,901,125,0
-362,1854,1942,362,0
1318,1632,1236,367,0
1225,1669,-1482,73,0
833,1456,-1567,238,0
-596,1724,-1236,86,0
286,943,-1636,138,0
1514,251,-1111,183,0
-460,1646,1482,87,0
397,612,-646,335,0
-930,-492,1431,109,0
137,-1363,-1124,335,1
-615,1290,-359,204,0
1171,-780,-1710,254,0
1664,-1062,586,328,0
412,-1881,-1177,268,0
1375,-462,1604,224,0
-1365,949,447,360,0
-656,-904,-707,302,0
-252,-510,-731,158,0
1028,1282,-161,318,1
104,-1719,132,236,0
740,-97,1020,85,0
-1703,1356,1229,51,0
-762,-511,-1557,141,0
1491,1493,1157,256,0
-1335,-1534,1199,160,0
525,-943,1768,60,0
-739,-996,495,281,1
-538,-1329,1790,244,0
-1504,116,-1356,203,0
-873,-509,-62,318,0
585,-1540,-1308,373,0
60,1771,-1187,71,1
458,-1222,-878,352,0
1796,-1970,1756,224,0
912,1415,955,126,0
341,-1569,136,390,0
299,292,1169,85,0
1037,-121,-438,246,0
-1892,-1262,-869,274,0
-1060,531,-1735,342,0
-871,893,-71,263,0
-727,1367,1133,200,1
604,307,-1001,267,0
-576,-818,561,281,0
-482,925,1613,72,0
1119,1019,-1205,189,1
-1050,-1763,-1486,94,0
792,1766,952,78,0
1894,1544,1249,150,0
1373,1052,-1482,366,1
-525,1007,1245,269,0
720,-244,1175,200,0
-94,-884,-1764,147,0
789,370,1395,369,0
226,-1704,-1691,233,0
1854,-254,1445,252,0
-707,55,-592,203,0
1385,-1964,-909,221,0
-1443,-1401,-615,305,0
-1837,1603,887,392,0
1933,311,-1728,178,0
1478,-954,-966,374,0
-1879,-576,1871,260,0
-1225,552,-571,305,0
1954,1153,-997,351,0
-1597,23,-1178,185,1
-862,-1182,-1440,135,0
-1755,-1658,926,335,0
1702,-695,-1348,301,0
-697,-38,-212,332,0
1661,66,642,361,0
-1985,-198,-1553,154,0
736,-858,-400,105,0
-1158,538,1178,366,0
92,-1272,-1545,316,1
1287,388,-1708,240,0
675,1864,-184,93,0
-958,-1157,-215,258,0
-1460,159,998,378,0
519,756,1086,279,0
-623,1196,974,265,0
-102,-280,-1362,357,0
430,-1892,1646,356,0
1849,1041,735,77,0
1218,1505,1952,339,0
-94,-1495,-1268,237,0
1839,462,389,175,0
759,376,128,236,0
-1590,1154,-879,63,0
512,1409,-806,265,0
-1495,-1571,312,52,1
-533,-1120,1334,371,0
-1361,-1369,-224,352,0
-1476,-288,-1532,179,0
-770,386,-565,301,1
1438,-977,-1352,249,0
1330,-595,1094,253,0
456,1449,306,379,0
-951,-1558,520,221,0
-998,-352,-662,352,1
1038,1327,1210,88,0
1884,-1185,-688,127,0
421,1017,1521,348,1
907,1741,1306,381,1
1579,-1830,1011,349,0
-884,-1701,-1521,57,1
-1942,-566,-239,66,0
990,-17,-971,196,0
-718,1776,-613,266,1
-1942,1933,-476,133,0
1660,1414,1813,400,0
-311,-1225,-1546,390,1
-1803,-1294,-1742,360,0
192,1574,1687,279,0
189,-741,1556,83,0
1502,1697,-770,118,0
-1128,1998,-1177,239,0
769,1325,1070,69,0
-239,1706,992,217,0
1045,987,-1460,314,0
-719,-973,-1582,135,0
1588,110,-1128,151,0
-192,1307,1129,321,1
820,1477,1517,137,0
-1593,-1346,1891,133,0
-1761,336,238,238,0
1629,1411,-1127,318,0
-368,1798,-1813,158,0
237,1209,-1164,193,1
1408,-1656,1415,207,0
541,-652,1237,155,0
1206,-120,1016,240,0
873,1641,577,209,0
-1641,-1501,-1749,359,0
-1773,1811,1335,219,0
1152,1592,-1817,206,0
1277,965,90,292,1
-1275,1527,-26,132,0
78,-1335,-679,141,0
-405,746,-1281,297,0
