0,300,0,300,1
857,780,-1085,188,0
525,313,822,220,0
-1869,1409,2,98,0
-154,1989,475,324,0
-1965,-1078,1579,208,0
-1970,-1092,-1984,149,0
-441,-1301,670,156,0
1332,1400,-1544,212,0
721,2,-1749,178,0
1745,-1158,240,328,0
513,0,-1204,113,0
-151,1809,1494,143,0
1100,113,1413,147,1
1427,968,1240,167,1
-1294,1700,1295,305,0
1618,471,392,91,0
1568,-725,462,60,0
950,-453,-635,349,0
-1314,692,-64,329,0
-1764,524,1512,131,0
-1096,-535,-253,369,1
-1627,-481,1687,345,0
530,-414,760,354,0
302,768,1932,136,0
53,-1936,1483,307,0
-1127,1192,1888,278,0
-1734,1486,1561,383,0
-1749,-1116,497,161,1
-504,1629,-469,322,0
-343,-1961,393,277,0
-1756,528,806,352,0
1777,600,1540,153,0
556,-123,1726,60,1
459,-693,-743,110,0
319,-1209,-1850,125,0
328,-407,-92,200,0
-1721,-1590,-1264,115,0
-1847,485,-1817,205,0
-1845,841,1964,160,0
1422,676,-733,69,0
678,1870,-977,64,1
-1343,-980,-1001,377,0
-1210,973,1029,233,0
-259,479,168,120,1
-322,-420,441,186,0
625,502,-1094,100,1
1012,1075,1397,97,1
-569,1856,1549,333,0
-1664,-1980,1656,75,0
-130,1388,1535,134,0
82,-413,-664,245,0
1201,1176,1431,326,0
-125,1640,-1664,384,0
-1020,-1037,1914,95,0
-1706,-1170,1791,360,0
616,1105,957,337,0
1951,1885,1597,381,0
-67,-1297,154,355,0
-924,1500,-1384,377,0
-1257,-1551,273,250,0
-1374,406,-1794,235,0
1793,-47,-279,373,0
-1212,1625,1766,132,0
-1289,-1984,-430,189,0
235,1688,-846,277,0
-18,-326,-620,263,0
418,-993,67,156,0
-540,743,1068,308,0
1857,-46,1427,176,0
-241,989,-569,311,0
544,1172,-1124,123,0
1501,1807,-929,95,0
1527,-287,-745,387,0
1368,685,1490,275,0
1516,1904,-1174,120,0
-588,-446,1831,352,0
1530,530,233,352,0
790,-398,824,144,0
1333,-1428,1373,253,0
158,688,-773,148,0
-212,-785,1859,205,0
-700,1848,1850,249,0
772,-1231,-1141,188,0
-1440,-1230,-1104,380,0
-124,1416,-1445,228,0
821,-953,1090,344,0
-1395,-1576,1047,289,0
825,776,-1820,295,0
1560,1937,-80,339,0
-870,-1973,3,228,0
685,-619,653,391,0
-1513,-585,1130,359,0
366,1231,-1932,276,0
-1615,-1113,-1076,207,0
-140,76,-761,292,0
-1796,604,-960,145,0
1490,-215,-1877,66,1
1892,-1586,1101,125,0
-924,-448,821,81,0
446,1154,-924,392,0
-218,76,-966,391,0
-207,100,156,267,0
1414,-731,903,375,0
-224,1377,298,320,0
-1286,-580,-960,359,0
-890,850,-932,293,0
1463,1583,-311,384,1
393,1882,-493,101,0
1815,1474,-574,366,0
167,1704,-1458,202,0
-1727,1306,356,359,0
-229,-773,-1628,396,0
-1482,-552,1954,269,0
