0,300,0,300,1
106,655,575,362,0
-970,-1379,-950,290,1
-113,-1466,-1517,342,0
412,-510,-1908,151,0
-391,1693,-428,342,0
-1148,-962,1242,83,0
-975,1585,520,298,0
1341,-881,1077,247,0
1956,-1348,897,112,0
-1759,819,983,146,0
1389,-410,-1265,92,0
-1899,1252,-1514,144,1
-1212,619,-214,214,0
1946,-275,-517,127,0
-787,1717,755,222,0
529,1317,-495,349,0
1432,-1417,1995,128,0
-632,161,-832,361,0
-809,-1157,1194,227,0
1121,-1607,324,325,0
890,902,1853,349,0
-816,-1242,743,157,1
-1560,-350,-1244,380,0
1275,959,-208,323,0
1144,675,1095,331,1
1191,-807,1351,91,0
-541,-1425,-1290,220,0
1284,1369,-193,383,0
-925,245,-77,99,1
-1163,-1948,-315,86,0
-1892,-257,-1331,277,0
1185,136,131,259,0
-985,-481,-649,337,0
-1580,571,916,94,0
9,357,-12,268,0
1945,782,1579,56,0
263,-1108,-94,93,0
1048,616,-1964,247,0
335,1415,279,277,0
1437,1794,1193,65,0
-136,-359,563,230,0
-434,-1327,-244,203,0
-1399,-1921,1917,200,0
-146,956,-1844,164,0
294,242,661,121,0
224,516,631,319,0
-363,33,852,275,0
953,121,699,121,1
884,1163,434,274,0
-587,-386,-436,123,0
858,1859,1204,131,0
347,1061,-712,384,0
760,-1494,15,91,0
-676,73,-1162,143,0
1247,-1462,-621,161,0
1234,1439,-1341,260,1
745,1809,-1772,75,0
-1202,122,1697,324,0
241,-945,1136,98,0
1840,-575,836,71,0
615,233,1958,76,0
1113,-1033,-1470,363,0
-1511,-1604,434,170,0
-35,630,-551,342,0
759,182,866,359,0
1261,-1035,-1279,106,0
455,-1157,-342,116,0
414,-8,-891,358,0
-1405,-1327,1042,60,0
1147,-692,-507,345,0
-1109,581,1624,257,0
461,1921,-1850,119,0
-1188,328,-1380,68,0
1570,200,1512,126,0
-637,1115,651,181,0
-20,-919,1012,385,0
-1203,258,217,378,0
-68,1062,-1062,346,0
1809,757,1344,111,0
1152,-528,751,123,0
103,-1019,-125,180,0
-1047,1211,734,194,1
296,-386,1124,131,0
-255,-474,-935,177,0
671,-1024,1118,55,0
101,-686,-845,360,0
1435,-232,1513,301,0
1003,1756,1050,192,0
234,-1718,404,65,0
-1640,-680,1213,151,0
-1346,-938,638,224,0
1352,1413,842,134,0
-195,-1510,1291,384,0
-1348,1684,-1648,164,0
1037,821,-1965,160,1
813,1010,-1489,337,0
-1814,-1144,1464,169,0
-164,-336,-1091,307,0
1109,399,824,396,0
-721,1412,468,207,0
97,-1986,-95,360,0
-273,-1699,524,321,0
-308,259,527,253,0
-1829,245,29,117,0
-1234,1340,1976,174,0
-219,-1919,1957,55,0
236,-1098,761,283,0
-729,559,-1615,373,0
-774,-383,1156,124,0
1323,-1048,341,353,0
963,1535,437,77,0
-1509,767,-955,140,0
1538,1949,854,275,0
-1206,-490,-1462,51,0
1904,1438,-1531,367,0
1295,-260,-868,272,0
1321,-1604,432,386,0
310,-249,-1524,130,0
1967,-1923,1922,262,0
588,290,-649,331,0
1143,938,-570,170,0
-577,135,594,333,0
387,1141,1161,231,0
-1784,-1823,-1686,156,0
1911,1034,949,314,0
-1398,-1938,617,95,0
451,933,-1596,69,0
885,360,-511,397,0
127,-486,-1285,349,0
-410,736,882,75,0
1126,-363,-489,300,0
1507,831,-1239,372,0
1820,1716,1,247,0
-306,-361,1997,247,1
-853,578,-1263,231,0
1862,-309,-23,214,0
-1985,1461,-561,116,0
677,1894,516,315,0
330,1566,-930,282,0
1293,-1523,-1767,100,0
-424,464,439,158,0
93,337,-659,218,0
-1107,760,-1893,75,0
-1021,362,-774,277,0
-1809,-29,-1523,162,0
784,1548,-1440,73,0
-929,593,1875,267,0
1122,-742,-1003,50,0
-1680,-1726,-1564,306,0
1902,-40,1969,391,0
-1412,1009,-693,360,0
-702,-353,1115,155,0
-1254,1502,1785,109,0
804,1600,-88,52,0
-169,-406,-1262,58,0
50,1326,-46,154,0
-687,1026,-1388,186,0
1511,1760,-43,99,1
41,-935,-25,205,0
1592,321,1781,206,0
-3,-1148,1924,85,0
454,1081,1957,95,1
-1072,-1334,505,210,0
726,1736,-760,187,1
-779,-949,1854,129,0
954,-966,1028,244,0
1585,674,-496,309,0
265,-1970,1587,54,0
-1796,-1928,1279,215,1
-1599,-1270,-1653,171,1
-1116,-1933,1951,394,0
62,1385,676,366,1
1423,-1919,1355,342,0
-522,311,686,274,0
-1726,1266,1129,303,0
-1753,-436,8,367,0
-347,-476,-274,191,0
179,-1660,1362,151,0
-1834,-1184,-1152,226,0
-1821,1700,311,143,0
1217,-1310,-844,231,0
1836,1055,-468,70,1
1017,337,251,246,1
367,660,1692,277,0
-902,285,875,61,1
-874,1776,1370,345,0
-913,-1381,541,303,0
376,1125,136,393,0
1687,1681,1194,386,0
-116,1266,-1201,191,0
-1309,1470,277,375,0
133,1263,-845,248,0
1921,1274,-1588,323,1
580,1292,211,86,0
583,-1590,1874,369,0
-1893,-1968,1757,317,0
-1833,-1505,-982,117,0
-37,1223,-415,290,0
1310,1170,220,70,0
322,-1236,-56,247,0
398,-484,286,181,0
190,-70,-278,309,0
-392,567,-1915,102,0
-1925,1094,-1443,390,0
1048,-905,-1646,162,0
-1419,1084,138,253,1
1101,718,477,194,0
809,321,-801,390,0
1190,-814,-1985,148,1
-1972,-1384,-1999,61,0
910,1060,252,142,0
-1299,1779,1866,395,0
-1781,1137,-1258,232,0
1689,1195,1643,103,0
-1110,-1963,1137,375,0
698,1598,1097,252,0
-493,1837,1929,283,0
861,357,-1628,200,0
-436,-1872,1072,156,0
-697,-1629,687,102,0
-1371,1749,1718,300,0
-987,389,1883,384,1
-9,-1590,-1938,101,0
-186,1885,1552,323,0
1409,-125,505,174,0
-1006,213,1351,283,0
-1236,204,-1168,89,0
690,-266,223,374,0
-520,-932,953,269,0
-967,-440,-1959,352,0
-599,1843,-1439,129,0
643,-1293,1842,155,0
-1813,-757,1435,362,0
-499,1948,1624,99,1
618,-1677,637,145,0
-253,-1181,111,55,0
844,413,-1929,139,0
-144,1989,1466,277,0
-1129,-1561,-754,296,0
-524,-251,559,122,0
-1286,905,-1086,72,0
-21,94,717,120,0
-425,244,885,128,0
1280,-1860,-18,193,0
-1422,123,-334,381,0
1081,-760,1582,155,0
-841,644,1093,238,0
-131,398,-1207,160,0
915,1055,602,76,0
-897,231,-1815,266,0
-637,1751,-1993,185,0
438,1885,-1027,317,0
-582,-1584,207,319,0
399,-49,909,263,0
754,370,-1397,397,0
1987,1682,-912,397,0
-381,-703,947,248,0
800,-73,1869,60,0
622,130,-1807,332,0
-1144,593,-1223,66,0
1427,118,-425,82,0
1243,-1618,590,170,0
822,1435,1061,235,0
-1889,-1844,-357,362,0
-890,-343,-810,162,0
285,-1908,1545,70,0
99,-1015,425,325,0
1131,-1945,-602,325,0
